142,-37.81818027,144.9712824,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,1
143,-37.8127107,144.9653559,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,1
144,-37.79583501,144.9680721,Dog Bowl _Neill Street Reserve,Leaf Type,103
145,-37.82093619,144.9430288,Stainless Steel Drinking Fountain,Old Docklands Type,7
146,-37.81370346,144.9652482,Drinking Fountain,Type 1,1
147,-37.79923347,144.9504134,Historic or Heritage Drinking Fountains,Errol Street Reserve,101
148,-37.82473471,144.9720881,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,4
149,-37.81600813,144.945522,Stainless Steel Drinking Fountain,Leaf Type,7
150,-37.8072992,144.9638064,Stainless Steel Drinking Fountain,Leaf Type,1
151,-37.81775113,144.9668728,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,1
152,-37.8087632,144.9755999,Drinking Fountain,Monument Style Type 3,2
153,-37.83081555,144.9742751,Treated Timber Drinking Fountain,Shrine Gardens,4
154,-37.79256416,144.9226308,Treated Timber Drinking Fountain,Peppercorn Park,59
155,-37.813709,144.9652192,Stainless Steel Drinking Fountain,Leaf Type,1
156,-37.8110051,144.9586216,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,1
157,-37.78528313,144.9661888,Drinking Fountain,Monument Style Type 5,105
158,-37.81956009,144.9606004,Drinking Fountain,Type 1,1
159,-37.81211636,144.9624266,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,1
160,-37.81111515,144.9666279,Stainless Steel Drinking Fountain,Leaf Type,1
161,-37.79630066,144.9450286,Treated Timber Drinking Fountain,Pleasance Gardens,101
162,-37.7948604,144.9703253,Stainless Steel Drinking Fountain,Leaf Type_Neill Street Reserve,103
163,-37.8061169,144.9571334,Drinking Fountain,Type 1,1
164,-37.81933414,144.964437,Stainless Steel Drinking Fountain,Northbank Type,6
165,-37.81047951,144.9643462,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,1
166,-37.79701104,144.9671944,Stainless Steel Drinking Fountain,Leaf Type,103
167,-37.81734782,144.9877967,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,2
168,-37.81569154,144.9822672,Dog Bowl _Fitzroy Gardens,Leaf Type,2
169,-37.79552677,144.9307542,Stainless Steel Drinking Fountain,Leaf Type_Bellair Street Reserve,59
170,-37.81043107,144.955584,Treated Timber Drinking Fountain,Flagstaff Gardens,1
171,-37.81539727,144.940562,Stainless Steel Drinking Fountain,Old Docklands Type,7
172,-37.7958179,144.9389228,Dog Bowl _Clayton Reserve,Leaf Type,101
173,-37.81884561,144.9483776,Stainless Steel Drinking Fountain,Leaf Type,7
174,-37.81522141,144.9617263,Drinking Fountain,Type 1,1
175,-37.81486653,144.9793412,Stainless Steel Drinking Fountain,Leaf Type,2
176,-37.82000241,144.9437626,Stainless Steel Drinking Fountain,Leaf Type,7
177,-37.818174,144.971321,Drinking Fountain,Type 2_Birrarung Marr,1
178,-37.82880949,144.9741313,Treated Timber Drinking Fountain,Kings Domain,4
179,-37.83070222,144.9761109,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,4
180,-37.82050899,144.9448585,Stainless Steel Drinking Fountain,Northbank Type,7
181,-37.81846601,144.9738821,Drinking Fountain,Type 2_Birrarung Marr,1
182,-37.79148138,144.9564034,Treated Timber Drinking Fountain,Royal Park,102
183,-37.79825506,144.9705661,Drinking Fountain,Monument Style Type 2,103
184,-37.81841607,144.9465814,Stainless Steel Drinking Fountain,Leaf Type,7
185,-37.80049198,144.9637439,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,103
186,-37.79333,144.9737416,Treated Timber Drinking Fountain,Neill & Canning Street Reserve (CARLTON),103
187,-37.77874397,144.952731,Treated Timber Drinking Fountain,Royal Park,102
188,-37.82553356,144.960998,Historic or Heritage Drinking Fountains,Boyd Community Hub (SOUTHBANK),6
189,-37.82220233,144.9566031,Treated Timber Drinking Fountain,Batman Park,1
190,-37.82024273,144.9596278,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,1
191,-37.79382279,144.9580381,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,102
192,-37.81099949,144.9909654,Drinking Fountain,Type 1,190
193,-37.78533233,144.9534738,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,102
194,-37.81056709,144.9677209,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,1
195,-37.81237811,144.9652121,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,1
196,-37.80979296,144.955102,Treated Timber Drinking Fountain,Flagstaff Gardens,3
197,-37.82022018,144.9448075,Stainless Steel Drinking Fountain,Northbank Type,7
198,-37.81790669,144.9663257,Stainless Steel Drinking Fountain,Leaf Type,1
199,-37.81881364,144.9429039,Stainless Steel Drinking Fountain,Leaf Type,7
200,-37.80711564,144.9559316,Stainless Steel Drinking Fountain,Leaf Type,3
201,-37.78073363,144.9510903,Stainless Steel Drinking Fountain,Leaf Type,102
202,-37.83463602,144.9748844,Stainless Steel Drinking Fountain,Leaf Type_Bottle Refill Tap,4
