79,16777,-37.85282921,145.0001126,34-Lewisham Rd/High St ,298
80,16778,-37.85262338,144.9986065,33-The Avenue/High St ,298
81,1696,-37.86461278,145.0465705,51-Nott St/Wattletree Rd ,240
82,17306,-37.72758,144.9636502,40-North Coburg Terminus/Sydney Rd ,110
83,17307,-37.72989065,144.9638592,39-Mercy College/Sydney Rd ,110
84,17308,-37.73211182,144.9646266,38-Carr St/Sydney Rd ,110
85,17309,-37.73385558,144.9654072,37-Gaffney St/Sydney Rd ,110
86,17310,-37.73553432,144.9660762,36-Rogers St/Sydney Rd ,109
87,17311,-37.73750463,144.9669301,35-St Pauls Catholic Church/Sydney Rd ,109
88,17312,-37.74115879,144.9666599,34-Bell St/Sydney Rd ,109
89,17313,-37.74313615,144.9663561,33-Coburg Market/Sydney Rd ,109
90,17314,-37.74488833,144.9660584,32-Harding St/Sydney Rd ,109
91,17315,-37.74847354,144.9654495,31-Edward St/Sydney Rd ,109
92,17316,-37.75186059,144.964846,30-The Avenue/Sydney Rd ,109
93,17317,-37.75350466,144.9645513,29-Moore St/Sydney Rd ,109
94,17318,-37.75531087,144.9642521,28-Moreland Rd/Sydney Rd ,109
95,17319,-37.75742216,144.9638764,27-Brunswick Tram Depot/Sydney Rd ,107
96,17320,-37.76073771,144.9633087,26-Albion St/Sydney Rd ,107
97,17321,-37.7630828,144.9629038,25-Stewart St/Sydney Rd ,107
98,17322,-37.76535602,144.9625122,24-Blyth St/Sydney Rd ,107
99,17323,-37.76698226,144.9622292,23-Victoria St/Sydney Rd ,107
100,17324,-37.76876124,144.9619192,22-Albert St/Sydney Rd ,107
101,17325,-37.77136695,144.9614731,21-Glenlyon Rd/Sydney Rd ,107
102,17327,-37.77758483,144.9604166,19-Brunswick Rd/Sydney Rd ,107
103,17328,-37.7793826,144.9601515,18-Princes Park/Royal Pde ,102
104,17329,-37.7816842,144.9598384,17-Ievers St/Royal Pde ,102
105,17330,-37.7845893,144.9595087,16-Walker St/Royal Pde ,102
106,17331,-37.78767376,144.9591286,15-Leonard St/Royal Pde ,102
107,17332,-37.78971511,144.9588794,14-Cemetery Road West/Royal Pde ,102
108,17333,-37.79242184,144.9585438,13-Gatehouse St/Royal Pde ,102
109,17334,-37.79555994,144.9581394,12-Morrah St/Royal Pde ,102
110,17335,-37.79810532,144.9578535,11-University of Melbourne/Royal Pde ,102
111,17591,-37.81277768,144.9683428,7-Russell St/Bourke St ,1
112,17593,-37.81351997,144.9659256,6-Swanston St/Bourke St ,1
113,17594,-37.81426926,144.9633946,5-Elizabeth St/Bourke St ,1
114,17596,-37.81525299,144.9598347,4-Queen St/Bourke St ,1
115,17597,-37.81588156,144.957625,3-William St/Bourke St ,1
116,17602,-37.85235382,144.9965339,32-Hornby St/High St ,298
117,17603,-37.85195124,144.993533,31-Chapel St/High St ,298
118,17604,-37.85139234,144.9892976,30-Prahran Station/High St ,299
119,17605,-37.85120671,144.9879274,29-Perth St/High St ,299
120,17606,-37.85075836,144.984371,28-Punt Rd/High St ,299
121,1784,-37.73409741,144.9653212,37-Gaffney St/Sydney Rd ,109
122,17848,-37.81706281,144.9535142,1-Spencer St/Bourke St ,1
123,17849,-37.8167085,144.9543874,1-Spencer St/Bourke St ,1
124,17850,-37.81803504,144.9648929,1-Flinders Street Railway Station/Elizabeth St ,1
125,17851,-37.8153813,144.9636026,2-Collins St/Elizabeth St ,1
126,17852,-37.81340117,144.9627028,3-Bourke Street Mall/Elizabeth St ,1
127,17854,-37.81055845,144.9614293,5-Melbourne Central Station/Elizabeth St ,1
128,17856,-37.8066522,144.9596285,7-Queen Victoria Market/Elizabeth St ,1
129,17857,-37.80598083,144.9562509,8-Peel St/Victoria St ,101
130,17858,-37.80568781,144.9539078,9-William St/Victoria St ,3
131,17859,-37.80551725,144.9523905,10-Chetwynd St/Victoria St ,101
132,17860,-37.80518626,144.9494239,11-Errol St/Victoria St ,3
133,17861,-37.8049595,144.9493393,11-Victoria St/Errol St ,101
134,17862,-37.80540285,144.9520302,10-Chetwynd St/Victoria St ,101
135,17863,-37.80556361,144.9535023,9-Howard St/Victoria St ,101
136,17864,-37.80580983,144.9557445,8-Peel St/Victoria St ,101
137,17866,-37.80194658,144.9574638,9-Haymarket/Elizabeth St ,1
138,17867,-37.79990051,144.9574406,10-Royal Melbourne Hospital/Royal Pde ,1
139,17868,-37.79957998,144.9576652,10-Royal Melbourne Hospital/Royal Pde ,102
140,17869,-37.80213165,144.9577426,9-Haymarket/Elizabeth St ,1
141,17871,-37.80695397,144.9598814,7-Queen Victoria Market/Elizabeth St ,1
142,17873,-37.81110519,144.9617777,5-Melbourne Central Station/Elizabeth St ,1
143,17875,-37.81403936,144.9631283,3-Bourke Street Mall/Elizabeth St ,1
144,17876,-37.81601968,144.9640394,2-Collins St/Elizabeth St ,1
145,17877,-37.81789895,144.9648398,1-Flinders Street Railway Station/Elizabeth St ,1
146,17878,-37.80626986,144.9734961,11-Melbourne Museum/Nicholson St ,122
147,17879,-37.80751036,144.9733145,11-Victoria Pde/Nicholson St ,122
148,17880,-37.80957702,144.9729627,10-Albert St/Nicholson St ,2
149,17882,-37.811544,144.9725795,9-Spring St/Bourke St ,1
150,17885,-37.81573296,144.9578904,3-William St/Bourke St ,1
151,17886,-37.81512162,144.9600542,4-Queen St/Bourke St ,1
152,17887,-37.81413375,144.9633756,5-Elizabeth St/Bourke St ,1
153,17888,-37.81340229,144.9658948,6-Swanston St/Bourke St ,1
154,17889,-37.81245028,144.9692151,7-Russell St/Bourke St ,1
155,1789,-37.86422627,145.0433752,50-Anderson St/Wattletree Rd ,240
156,17891,-37.81141182,144.9727535,9-Spring St/Bourke St ,1
157,17892,-37.80942271,144.9728987,10-Albert St/Nicholson St ,2
158,17893,-37.80830832,144.9730769,11-Victoria Pde/Nicholson St ,2
159,17894,-37.80567595,144.9735464,11-Melbourne Museum/Nicholson St ,122
160,17895,-37.80827978,144.9761331,12-St Vincents Plaza/Victoria Pde ,2
161,17896,-37.80939028,144.975728,11-Albert St/Gisborne St ,2
162,17897,-37.81236009,144.9744428,10-Parliament Railway Station/Macarthur St ,2
163,17898,-37.81355813,144.973365,8-Spring St/Collins St ,1
164,17901,-37.81569529,144.9661272,6-Melbourne Town Hall/Collins St ,1
165,17902,-37.816341,144.9638602,5-Elizabeth St/Collins St ,1
166,17903,-37.81760704,144.9594291,3-William St/Collins St ,1
167,17905,-37.81888192,144.9549976,1-Spencer St/Collins St ,1
168,17906,-37.81877304,144.9549552,1-Spencer St/Collins St ,1
169,17908,-37.81737211,144.9599127,3-William St/Collins St ,1
170,17910,-37.81623193,144.9638064,5-Elizabeth St/Collins St ,1
171,17911,-37.815559,144.9660628,6-Melbourne Town Hall/Collins St ,1
172,17914,-37.81343125,144.973323,8-Spring St/Collins St ,1
173,17915,-37.81235794,144.9743179,10-Parliament Railway Station/Macarthur St ,2
174,17917,-37.76888717,144.8867285,46-Rosamond Rd/Raleigh Rd ,61
175,17918,-37.76963693,144.8828133,48-Raleigh Rd/Wests Rd ,61
176,17919,-37.77324778,144.882154,49-Highpoint Shopping Centre/Wests Rd ,61
177,17920,-37.77521214,144.8821433,50-Wests Rd/Williamson Rd ,61
178,17921,-37.77584217,144.8856108,51-Williamson Rd/Rosamond Rd ,61
179,17922,-37.77929967,144.8854442,52-Rosamond Rd/River St ,61
180,17923,-37.7796384,144.8882503,53-Maribyrnong College/River St ,61
181,17924,-37.78001653,144.8912484,54-Gordon St/River St ,61
182,17925,-37.78224068,144.8911511,55-Lyric St/Gordon St ,61
183,17926,-37.78494369,144.8906201,56-Edgewater Square/Gordon St ,61
184,17927,-37.78864405,144.8899244,57-Titch St/Gordon St ,8
185,17928,-37.79127967,144.8896564,58-Ballarat Rd/Gordon St ,8
186,17929,-37.79258435,144.8935711,59-Droop St/Ballarat Rd ,8
187,17930,-37.79489006,144.8955157,60-Tiernan St/Droop St ,8
188,17931,-37.79679335,144.8971311,61-Geelong Rd/Droop St ,8
189,17932,-37.79984074,144.8997363,62-Nicholson St/Hopkins St ,8
190,17933,-37.80008059,144.9010583,63-Footscray Market/Leeds St ,8
191,17934,-37.80128613,144.9009447,64-Footscray Station/Leeds St ,8
192,17935,-37.7704323,144.9051212,40-Epsom Rd/Maribyrnong Rd ,74
193,17936,-37.77086174,144.9090031,39-Bowen St/Maribyrnong Rd ,74
194,17937,-37.77123617,144.9123302,38-Hotham St/Maribyrnong Rd ,74
195,17938,-37.77167399,144.9161892,37-Union Rd/Maribyrnong Rd ,74
196,17939,-37.77189145,144.9182948,36-86 Maribyrnong Rd ,74
197,17940,-37.77221197,144.9211354,35-Moore St/Maribyrnong Rd ,74
198,17941,-37.77247358,144.9237052,34-Ascot Vale Rd/Maribyrnong Rd ,74
199,17942,-37.7700506,144.9242838,33-Chaucer St/Ascot Vale Rd ,74
200,17944,-37.76885334,144.8778292,49-Central Park Ave/Cordite Ave ,61
201,17945,-37.77357111,144.915943,36-St Leonards Rd/Union Rd ,60
202,17946,-37.77588936,144.91556,35-Bloomfield Rd/Union Rd ,60
203,17947,-37.77853207,144.9151792,34-Burrowes St/Union Rd ,60
204,17948,-37.780454,144.9148073,33-Melbourne Showgrounds/Union Rd ,60
205,17949,-37.78258743,144.9167116,32-Sandown Rd/Epsom Rd ,60
206,17950,-37.78401825,144.9181249,31-Racing Victoria/161 Epsom Rd ,58
207,17951,-37.78587962,144.9199349,30-Flemington Dr/Epsom Rd ,58
208,17952,-37.78739408,144.9220045,29-Flemington Racecourse/Racecourse Rd ,58
209,17953,-37.78762625,144.9249503,28-Smithfield Rd/Racecourse Rd ,58
210,17954,-37.78797103,144.9281543,26-Newmarket Plaza/Racecourse Rd ,58
211,17955,-37.7882687,144.931246,25-Wellington St/Racecourse Rd ,58
212,17956,-37.78844326,144.9334895,24-Victoria St/Racecourse Rd ,58
213,17957,-37.78876781,144.9365805,23-Stubbs St/Racecourse Rd ,58
214,17958,-37.78913148,144.9398522,22-Boundary Rd/Racecourse Rd ,101
215,17959,-37.79042096,144.943507,20-Melrose St/Flemington Rd ,101
216,17961,-37.7941063,144.9470956,19-Abbotsford St Interchange/Abbotsford St ,101
217,18006,-37.80969458,144.9756061,11-Albert St/Gisborne St ,2
218,18009,-37.80801928,144.9735618,10-Nicholson St/Victoria Pde ,2
219,18010,-37.80760461,144.970938,9-La Trobe St/Victoria St ,1
220,18011,-37.80810337,144.9690275,8-Exhibition St/La Trobe St ,1
221,18030,-37.80954995,144.9640809,6-Swanston St/La Trobe St ,1
222,18031,-37.81029098,144.9615956,5-Elizabeth St/La Trobe St ,1
223,18032,-37.81100513,144.9591225,4-Queen St/La Trobe St ,1
224,18033,-37.8117114,144.9567176,3-William St/La Trobe St ,1
225,18035,-37.81314686,144.9516799,1-Spencer St/La Trobe St ,1
226,18037,-37.81378105,144.9405075,D10-NewQuay Prom/Docklands Dr ,7
227,18038,-37.81446045,144.9386484,D11-The District/434 Docklands Dr ,7
228,18039,-37.81331193,144.9415088,D10-NewQuay Prom/Docklands Dr ,7
229,18040,-37.81457794,144.9464037,D1-Etihad Stadium/La Trobe St ,7
230,18041,-37.81318261,144.9511451,119-Spencer St/La Trobe St ,3
231,18042,-37.81247961,144.9537317,2-King St/La Trobe St ,3
232,18043,-37.81179221,144.9561815,3-William St/La Trobe St ,3
233,18044,-37.81106109,144.958712,4-Queen St/La Trobe St ,1
234,18045,-37.81035478,144.9611168,5-Elizabeth St/La Trobe St ,1
235,18046,-37.8096402,144.9635672,6-Swanston St/La Trobe St ,1
236,18047,-37.80890892,144.9660976,7-Russell St/La Trobe St ,1
237,18048,-37.80818503,144.9685368,8-Exhibition St/La Trobe St ,1
238,18049,-37.80766611,144.970323,9-Victoria St/La Trobe St ,1
239,18050,-37.80783563,144.9728399,10-Nicholson St/Victoria Pde ,2
240,18051,-37.8082312,144.9764525,12-St Vincents Plaza/Victoria Pde ,122
241,18052,-37.81440945,144.9450111,D2-Central Pier/Harbour Esp ,7
242,18053,-37.81772715,144.9461233,D3-Bourke St/Harbour Esp ,7
243,18054,-37.82134802,144.9475679,D4-Docklands Park/Harbour Esp ,7
244,18055,-37.8218006,144.9513044,D5-South Wharf/Wurundjeri Way ,7
245,18056,-37.82143654,144.9536888,D6-Flinders Street West/637 Flinders St ,7
246,18057,-37.79495983,144.946947,18-Chapman St/Abbotsford St ,101
247,18058,-37.79630737,144.9467053,17-Molesworth St/Abbotsford St ,101
248,18059,-37.79828386,144.9463553,16-Haines St/Abbotsford St ,101
249,18060,-37.80035922,144.9459912,15-Arden St/Abbotsford St ,101
250,18061,-37.80238955,144.9456283,14-Queensberry St/Abbotsford St ,101
251,18063,-37.79137978,144.9493968,23-Royal Park/Royal Park ,102
252,18064,-37.78810601,144.9497712,24-Elliott Ave/Royal Park ,102
253,18065,-37.78408675,144.9487355,25-State Netball Hockey Centre/Royal Park ,102
254,18066,-37.78242203,144.9493946,26-Melbourne Zoo/Royal Park ,102
255,18067,-37.780753,144.9513596,27-Royal Park Station/Royal Park ,102
256,18068,-37.77724125,144.9499693,28-Park St/Royal Park ,102
257,18069,-37.77553769,144.948915,29-Brunswick Rd/Grantham St ,106
258,18071,-37.77236715,144.9495249,30-Union Square Shopping Centre/Grantham St ,106
259,18072,-37.77008221,144.9497583,31-Grantham St/Dawson St ,106
260,18073,-37.7697885,144.9473824,32-Foden St/Dawson St ,106
261,18074,-37.76939903,144.944169,33-South Daly St/Dawson St ,106
262,18075,-37.76731147,144.9433186,34-Smith St/Melville Rd ,106
263,18076,-37.76470803,144.9438903,35-Victoria St/Melville Rd ,106
264,18077,-37.76204015,144.9443841,36-Hope St/Melville Rd ,106
265,18078,-37.75856317,144.9449912,37-Albion St/Melville Rd ,106
266,18079,-37.75662349,144.9453854,38-Jacobs Reserve/Melville Rd ,106
267,18080,-37.75479973,144.9457082,39-Mattingley Cres/Melville Rd ,106
268,18081,-37.75316294,144.9459011,40-Moreland Rd/Melville Rd ,89
269,18082,-37.74931723,144.9465522,41-Woodlands Ave/Melville Rd ,89
270,18083,-37.74639864,144.944556,42-Reynard St/Melville Rd ,89
271,18084,-37.74392811,144.9449989,43-Princes Tce/Melville Rd ,89
272,18085,-37.7415921,144.9454039,44-Brearley Pde/Melville Rd ,89
273,18086,-37.73940546,144.9455892,45-Bell St/Melville Rd ,89
274,18087,-37.81919897,144.9613279,3-Market St/Flinders St ,1
275,18089,-37.8182377,144.964626,4-Elizabeth St/Flinders St ,1
276,18090,-37.81756574,144.9669392,5-Swanston St/Flinders St ,1
277,18091,-37.81646175,144.9708545,6-Russell St/Flinders St ,1
278,18092,-37.81531886,144.9746118,8-Spring St/Flinders St ,1
279,18093,-37.81545285,144.9771641,9-Lansdowne St/Wellington Pde ,2
280,18094,-37.81575029,144.9797914,10-Jolimont Rd/Wellington Pde ,2
281,18095,-37.8163411,144.9848191,11-Jolimont Station-MCG/Wellington Pde ,2
282,18097,-37.81654033,144.9869834,13-Simpson St/Wellington Pde ,2
283,18098,-37.81738838,144.9896754,14-Punt Rd/Wellington Pde ,2
284,18099,-37.81753279,144.9902167,14-Punt Rd/Bridge Rd ,190
285,18100,-37.81660319,144.9869703,13-Simpson St/Wellington Pde ,2
286,18102,-37.81624584,144.9839924,11-Jolimont Station-MCG/Wellington Pde ,2
287,18103,-37.81576932,144.9793251,10-Jolimont Rd/Wellington Pde ,2
288,18104,-37.81547129,144.9766637,9-Lansdowne St/Wellington Pde ,2
289,18105,-37.81553662,144.9741742,8-Spring St/Flinders St ,1
290,18108,-37.81958697,144.9791301,7B-Rod Laver Arena/Melbourne Park ,1
291,18116,-37.82243094,144.9836423,7C-MCG - Hisense Arena/Melbourne Park ,2
292,18118,-37.8241351,144.9868566,7D-AAMI Park/Melbourne Park ,4
293,18121,-37.82452277,144.9884479,7E-Punt Rd/Swan St ,190
294,18126,-37.82468482,144.9889661,7E-Punt Rd/Swan St ,190
295,18155,-37.8238269,144.9867513,7D-AAMI Park/Melbourne Park ,4
296,18161,-37.82213712,144.9827983,7C-MCG - Hisense Arena/Melbourne Park ,2
297,18172,-37.8193495,144.9784209,7B-Rod Laver Arena/Melbourne Park ,2
298,18173,-37.81621696,144.9718155,7-Exhibition St/Flinders St ,1
299,18174,-37.81665718,144.9701676,6-Russell St/Flinders St ,1
300,18175,-37.81772062,144.9665146,5-Swanston St/Flinders St ,1
301,18176,-37.81841196,144.9642804,4-Elizabeth St/Flinders St ,1
302,18178,-37.81927162,144.9613599,3-Market St/Flinders St ,1
303,18179,-37.82172569,144.953215,D6-Victoria Police Centre/637 Flinders St ,7
304,18180,-37.82202709,144.950855,D5-South Wharf/Wurundjeri Way ,7
305,18181,-37.82190688,144.9475752,D4-Docklands Park/Harbour Esp ,7
306,18182,-37.81772636,144.9460778,D3-Bourke St/Harbour Esp ,7
307,18183,-37.81454604,144.9445757,D2-Central Pier/Harbour Esp ,7
308,18184,-37.82568803,144.9566843,125-Clarendon St/Normanby Rd ,6
309,18185,-37.82328904,144.9560575,124A-Casino/MCEC/Clarendon St ,6
310,18186,-37.82155404,144.9552647,124-Batman Park/Spencer St ,1
311,18187,-37.81880092,144.9539661,122-Southern Cross Railway Station/Spencer St ,1
312,18189,-37.81531286,144.9523812,120-Lonsdale St/Spencer St ,1
313,18190,-37.81340511,144.9515024,119-La Trobe St/Spencer St ,7
314,18192,-37.81496019,144.9523114,120-Lonsdale St/Spencer St ,1
315,18194,-37.81877567,144.954069,122-Southern Cross Railway Station/Spencer St ,1
316,18196,-37.82200013,144.955525,124-Batman Park/Spencer St ,1
317,18197,-37.82359082,144.9563105,124A-Casino/MCEC/Clarendon St ,6
318,18199,-37.81587437,144.95825,5-Bourke St/William St ,1
319,18200,-37.81390361,144.9573728,6-Lonsdale St/William St ,1
320,18201,-37.8120141,144.9565048,7-Flagstaff Railway Station/William St ,1
321,18202,-37.80974293,144.9554542,8-Franklin St/William St ,1
322,18203,-37.80539121,144.9560286,10-Victoria St/Peel St ,101
323,18204,-37.80569845,144.9560769,10-Victoria St/Peel St ,101
324,18205,-37.80710046,144.9558565,9-Queen Victoria Market/49 Peel St ,3
325,18206,-37.8069998,144.9557684,9-Queen Victoria Market/49 Peel St ,3
326,18207,-37.80942787,144.9554743,8-Franklin St/Peel St ,1
327,18208,-37.81156176,144.9564037,7-Flagstaff Railway Station/William St ,1
328,18209,-37.81350571,144.9572929,6-Lonsdale St/William St ,1
329,18210,-37.81544024,144.9581597,5-Bourke St/William St ,1
330,18211,-37.81745702,144.9590924,4-Collins St/William St ,1
331,18213,-37.81829012,144.9603645,2-Market St/Flinders Lane ,1
332,18214,-37.81951285,144.9612397,1-Flinders St/Queens Bridge St ,1
333,18215,-37.82182112,144.9613125,115-Casino/Southbank/Queens Bridge St ,6
334,18217,-37.82961001,144.9640749,117-York St/Kings Way ,341
335,18218,-37.83053626,144.9650039,118-Sturt St/Kings Way ,6
336,18219,-37.83283601,144.9698038,119-Wells St/Park St ,341
337,18221,-37.83293979,144.969551,119-Wells St/Park St ,341
338,18222,-37.83107437,144.9653754,118-Sturt St/Kings Way ,6
339,18223,-37.82957103,144.9639056,117-York St/Kings Way ,341
340,18224,-37.83013602,144.9653103,20-Kings Way/Sturt St ,6
341,18225,-37.82843147,144.9657548,19-Miles St/Sturt St ,6
342,18226,-37.82577919,144.9666343,18-Grant St/Sturt St ,6
343,18227,-37.82377093,144.9672347,17-Southbank Bvd/Sturt St ,6
344,18229,-37.82361742,144.9677388,17-Sturt St/Southbank Bvd ,6
345,18230,-37.82578076,144.9667251,18-Grant St/Sturt St ,6
346,18231,-37.82818436,144.966057,19-Miles St/Sturt St ,6
347,18232,-37.83013779,144.9654125,20-Kings Way/Sturt St ,6
348,18233,-37.82626018,144.9605768,116-City Rd/Kings Way ,6
349,18341,-37.81787956,145.018653,24-Grattan St/Church St ,191
350,18342,-37.81592073,145.0206025,25-Brook St/Church St ,191
351,18343,-37.81327108,145.0232746,26-Barkers Rd/Church St ,191
352,18347,-37.80561661,145.0338374,34-Pakington St/High St ,172
353,18348,-37.80509139,145.0353052,35-Cobden St/High St ,172
354,18349,-37.80348933,145.0397546,36-Parkhill Rd/High St ,172
355,18350,-37.80247266,145.0425641,37-Kew Cemetery/High St ,172
356,18351,-37.80125872,145.0459807,38-Victoria Park/High St ,172
357,18352,-37.79942954,145.0503447,39-Harp Rd/High St ,173
358,18353,-37.79862823,145.0520239,40-Harp Village/High St ,173
359,18354,-37.79743936,145.0547922,41-Clyde St/High St ,173
360,18355,-37.796397,145.0571591,42-Irymple Ave/High St ,173
361,18356,-37.79463347,145.0611574,43-Kew High School/High St ,173
362,18357,-37.79353016,145.0636619,44-Burke Rd/High St ,173
363,18358,-37.79316819,145.0652159,45-Burke Rd/Doncaster Rd ,176
364,18359,-37.79285377,145.0674726,46-Wattle Ave/Doncaster Rd ,176
365,18360,-37.79271153,145.0714397,47-North Balwyn Shopping Centre/Doncaster Rd ,176
366,18361,-37.79321738,145.0742657,48-Sunburst Ave/Doncaster Rd ,176
367,18362,-37.7937563,145.0774656,49-Cityview Rd/Doncaster Rd ,176
368,18363,-37.7942586,145.0811889,50-Hill Rd/Doncaster Rd ,176
369,18364,-37.87012046,144.9883452,36-St Kilda Primary School/Brighton Rd ,300
370,18365,-37.87288061,144.9900777,38-Wimbledon Ave/Brighton Rd ,304
371,18367,-37.87595969,144.9920177,39-Glen Eira Rd/Brighton Rd ,304
372,18368,3147.121053,144.9938921,40-Scott St/Brighton Rd ,304
373,18369,-37.88084218,144.99508,41-Coleridge St/Brighton Rd ,304
374,18370,-37.88286431,144.9963441,42-Hotham St/Brighton Rd ,304
375,18371,-37.88390364,144.997578,43-Brighton Rd/Glenhuntly Rd ,305
376,18372,-37.88430576,145.0005575,44-Elsternwick Railway Station/Glenhuntly Rd ,305
377,18373,-37.88475077,145.0039452,45-Elsternwick Shopping Centre/Glenhuntly Rd ,305
378,18374,-37.88505052,145.0062112,46-Orrong Rd/Glenhuntly Rd ,305
379,18375,-37.88538803,145.0091129,47-Shoobra Rd/Glenhuntly Rd ,305
380,18376,-37.88575632,145.0122413,48-Parkside St/Glenhuntly Rd ,305
